InvoiceNo,ShipmentDate,DeliveryDate,Courier,ShippingCost,Status
538697,2010-12-15,2010-12-22,UPS,4.65,Delivered
C538698,2010-12-16,2010-12-17,DHL,1.09,Delivered
C538699,2010-12-15,2010-12-22,DHL,6.93,Delivered
C538700,2010-12-15,2010-12-22,Hermes,6.4,Delivered
C538701,2010-12-16,2010-12-22,Royal Mail,7.75,Delivered
C538702,2010-12-14,2010-12-21,Royal Mail,9.38,Delivered
C538703,2010-12-14,2010-12-18,Hermes,4.33,Delivered
C538704,2010-12-14,2010-12-17,Royal Mail,5.29,Delivered
C538705,2010-12-16,2010-12-17,UPS,6.83,Delivered
538706,2010-12-16,2010-12-21,FedEx,4.15,Delivered
538707,2010-12-16,2010-12-21,Royal Mail,8.49,Delivered
538708,2010-12-16,2010-12-20,UPS,3.76,Delivered
538709,2010-12-14,2010-12-16,Hermes,4.88,Delivered
538710,2010-12-16,2010-12-21,Hermes,5.51,Delivered
C538711,2010-12-16,2010-12-18,Hermes,5.26,Delivered
C538712,2010-12-14,2010-12-20,Royal Mail,5.47,Delivered
C538713,2010-12-14,2010-12-15,FedEx,5.35,Delivered
538714,2010-12-15,2010-12-19,Hermes,3.17,Delivered
538715,2010-12-14,2010-12-19,Royal Mail,4.94,Delivered
538716,2010-12-14,2010-12-19,FedEx,4.25,Delivered
C538717,2010-12-16,2010-12-23,Hermes,6.59,Delivered
538719,2010-12-15,2010-12-17,Hermes,4.06,Delivered
C538718,2010-12-14,2010-12-18,UPS,3.61,Delivered
538721,2010-12-15,2010-12-20,Royal Mail,4.29,Delivered
C538720,2010-12-16,2010-12-17,Hermes,3.67,Delivered
538722,2010-12-16,2010-12-19,Hermes,9.66,Delivered
538724,2010-12-16,2010-12-19,UPS,7.52,Delivered
C538723,2010-12-14,2010-12-21,FedEx,4.46,Delivered
C538725,2010-12-15,2010-12-21,UPS,8.17,Delivered
C538726,2010-12-15,2010-12-16,FedEx,2.59,Delivered
C538734,2010-12-14,2010-12-18,DHL,4.36,Delivered
538744,2010-12-15,2010-12-19,FedEx,3.7,Delivered
C538742,2010-12-16,2010-12-21,Royal Mail,4.52,Delivered
C538745,2010-12-15,2010-12-16,UPS,3.51,Delivered
C538749,2010-12-16,2010-12-22,FedEx,9.11,Delivered
538753,2010-12-15,2010-12-18,FedEx,7.13,Delivered
C538755,2010-12-14,2010-12-19,FedEx,6.36,Delivered
C538763,2010-12-14,2010-12-18,DHL,8.02,Delivered
C538768,2010-12-14,2010-12-20,DHL,5.95,Delivered
C538771,2010-12-14,2010-12-21,DHL,4.02,Delivered
538778,2010-12-16,2010-12-19,DHL,5.18,Delivered
538783,2010-12-14,2010-12-20,UPS,4.01,Delivered
538785,2010-12-16,2010-12-17,Hermes,8.75,Delivered
C538794,2010-12-15,2010-12-20,FedEx,3.99,Delivered
538795,2010-12-15,2010-12-20,FedEx,0.0,Delivered
538796,2010-12-16,2010-12-19,UPS,5.33,Delivered
538797,2010-12-14,2010-12-21,Hermes,6.69,Delivered
C538798,2010-12-15,2010-12-19,Hermes,6.76,Delivered
538799,2010-12-14,2010-12-19,FedEx,2.61,Delivered
538800,2010-12-14,2010-12-18,Royal Mail,6.89,Delivered
538801,2010-12-16,2010-12-21,UPS,4.9,Delivered
C538802,2010-12-16,2010-12-18,UPS,5.24,Delivered
C538803,2010-12-16,2010-12-17,FedEx,2.43,Delivered
C538804,2010-12-14,2010-12-19,FedEx,8.04,Delivered
C538805,2010-12-14,2010-12-17,UPS,6.77,Delivered
C538806,2010-12-14,2010-12-18,UPS,4.53,Delivered
538807,2010-12-14,2010-12-18,FedEx,3.66,Delivered
538808,2010-12-15,2010-12-17,Hermes,6.52,Delivered
538809,2010-12-14,2010-12-19,DHL,6.25,Delivered
538810,2010-12-14,2010-12-19,UPS,2.06,Delivered
538811,2010-12-15,2010-12-17,DHL,6.01,Delivered
538812,2010-12-15,2010-12-22,Royal Mail,1.88,Delivered
C538813,2010-12-14,2010-12-18,UPS,7.81,Delivered
538814,2010-12-16,2010-12-21,Hermes,8.16,Delivered
538815,2010-12-16,2010-12-19,UPS,4.21,Delivered
538816,2010-12-16,2010-12-17,UPS,7.44,Delivered
538817,2010-12-14,2010-12-20,DHL,8.41,Delivered
538826,2010-12-15,2010-12-22,Royal Mail,6.35,Delivered
538827,2010-12-15,2010-12-21,FedEx,4.88,Delivered
538828,2010-12-16,2010-12-23,FedEx,6.89,Delivered
538829,2010-12-15,2010-12-16,UPS,7.91,Delivered
538830,2010-12-16,2010-12-18,Hermes,7.77,Delivered
538831,2010-12-16,2010-12-22,Hermes,6.59,Delivered
538832,2010-12-15,2010-12-18,Hermes,8.1,Delivered
C538833,2010-12-15,2010-12-22,UPS,6.51,Delivered
C538834,2010-12-15,2010-12-19,DHL,3.75,Delivered
538836,2010-12-14,2010-12-20,FedEx,2.57,Delivered
538837,2010-12-15,2010-12-22,Royal Mail,6.3,Delivered
538839,2010-12-14,2010-12-16,FedEx,5.24,Delivered
538841,2010-12-15,2010-12-21,FedEx,6.73,Delivered
538843,2010-12-16,2010-12-22,UPS,4.71,Delivered
538844,2010-12-15,2010-12-21,Hermes,7.15,Delivered
538845,2010-12-16,2010-12-20,UPS,6.95,Delivered
538846,2010-12-14,2010-12-20,DHL,8.41,Delivered
C538847,2010-12-16,2010-12-19,Royal Mail,5.49,Delivered
538848,2010-12-14,2010-12-15,UPS,6.95,Delivered
538849,2010-12-16,2010-12-17,Royal Mail,5.32,Delivered
538850,2010-12-14,2010-12-15,FedEx,2.58,Delivered
538851,2010-12-16,2010-12-18,Royal Mail,2.66,Delivered
538852,2010-12-15,2010-12-17,DHL,1.56,Delivered
538853,2010-12-16,2010-12-19,UPS,4.26,Delivered
538854,2010-12-14,2010-12-15,Royal Mail,4.24,Delivered
538855,2010-12-16,2010-12-19,FedEx,6.48,Delivered
538856,2010-12-16,2010-12-19,Hermes,3.31,Delivered
538857,2010-12-15,2010-12-17,Hermes,6.19,Delivered
538858,2010-12-16,2010-12-22,Hermes,7.42,Delivered
538859,2010-12-15,2010-12-20,Hermes,4.32,Delivered
538860,2010-12-16,2010-12-18,Royal Mail,6.72,Delivered
538861,2010-12-15,2010-12-18,FedEx,4.01,Delivered
538862,2010-12-14,2010-12-15,Hermes,5.61,Delivered
538863,2010-12-14,2010-12-17,FedEx,4.75,Delivered
538864,2010-12-15,2010-12-22,UPS,5.05,Delivered
538865,2010-12-15,2010-12-16,UPS,5.8,Delivered
538866,2010-12-14,2010-12-19,FedEx,2.43,Delivered
538867,2010-12-14,2010-12-18,Hermes,3.6,Delivered
538868,2010-12-16,2010-12-22,UPS,5.58,Delivered
538869,2010-12-15,2010-12-17,FedEx,7.46,Delivered
538870,2010-12-16,2010-12-23,Hermes,6.34,Delivered
538871,2010-12-16,2010-12-22,FedEx,4.29,Delivered
538872,2010-12-15,2010-12-19,DHL,8.22,Delivered
538873,2010-12-14,2010-12-16,DHL,4.3,Delivered
C538874,2010-12-16,2010-12-20,FedEx,7.76,Delivered
538875,2010-12-16,2010-12-21,UPS,5.15,Delivered
C538876,2010-12-14,2010-12-19,Royal Mail,5.37,Delivered
538877,2010-12-14,2010-12-15,FedEx,4.62,Delivered
538878,2010-12-16,2010-12-17,DHL,8.15,Delivered
538879,2010-12-14,2010-12-16,Royal Mail,3.17,Delivered
538880,2010-12-15,2010-12-22,UPS,5.07,Delivered
538881,2010-12-15,2010-12-19,Royal Mail,3.14,Delivered
538883,2010-12-14,2010-12-15,FedEx,8.37,Delivered
538884,2010-12-15,2010-12-16,Hermes,3.72,Delivered
C538882,2010-12-15,2010-12-22,UPS,5.24,Delivered
538885,2010-12-14,2010-12-15,DHL,0.93,Delivered
538886,2010-12-14,2010-12-20,Royal Mail,8.6,Delivered
C538887,2010-12-14,2010-12-18,Royal Mail,0.0,Delivered
538888,2010-12-15,2010-12-19,FedEx,4.25,Delivered
C538889,2010-12-15,2010-12-17,Royal Mail,4.92,Delivered
538890,2010-12-14,2010-12-17,UPS,2.48,Delivered
C538891,2010-12-16,2010-12-19,DHL,4.58,Delivered
538892,2010-12-16,2010-12-18,Royal Mail,5.5,Delivered
538894,2010-12-14,2010-12-20,UPS,4.45,Delivered
538895,2010-12-16,2010-12-21,Royal Mail,6.08,Delivered
538896,2010-12-16,2010-12-23,DHL,5.58,Delivered
C538897,2010-12-17,2010-12-21,Hermes,5.03,Delivered
C538898,2010-12-15,2010-12-18,Royal Mail,5.02,Delivered
538899,2010-12-17,2010-12-22,FedEx,7.35,Delivered
538900,2010-12-17,2010-12-18,Royal Mail,4.29,Delivered
538901,2010-12-17,2010-12-24,Royal Mail,5.91,Delivered
538902,2010-12-15,2010-12-19,DHL,3.96,Delivered
538903,2010-12-17,2010-12-24,FedEx,7.34,Delivered
C538904,2010-12-16,2010-12-22,DHL,6.93,Delivered
538905,2010-12-17,2010-12-19,FedEx,5.26,Delivered
538906,2010-12-15,2010-12-19,UPS,2.67,Delivered
538907,2010-12-16,2010-12-18,Hermes,4.09,Delivered
538908,2010-12-15,2010-12-20,FedEx,4.0,Delivered
538909,2010-12-17,2010-12-24,Hermes,7.01,Delivered
538910,2010-12-15,2010-12-16,Hermes,5.94,Delivered
538917,2010-12-16,2010-12-21,FedEx,6.39,Delivered
538935,2010-12-16,2010-12-17,Hermes,4.07,Delivered
538942,2010-12-15,2010-12-20,FedEx,5.88,Delivered
538943,2010-12-17,2010-12-19,FedEx,4.47,Delivered
538944,2010-12-17,2010-12-24,UPS,2.12,Delivered
538945,2010-12-15,2010-12-20,UPS,5.11,Delivered
538951,2010-12-16,2010-12-19,UPS,3.85,Delivered
538967,2010-12-17,2010-12-20,Royal Mail,7.41,Delivered
538968,2010-12-15,2010-12-22,DHL,6.67,Delivered
C538971,2010-12-15,2010-12-22,Royal Mail,5.68,Delivered
538991,2010-12-15,2010-12-16,Hermes,7.2,Delivered
538992,2010-12-17,2010-12-24,UPS,3.66,Delivered
538993,2010-12-17,2010-12-22,FedEx,2.95,Delivered
538994,2010-12-15,2010-12-18,DHL,4.4,Delivered
538995,2010-12-15,2010-12-21,UPS,4.53,Delivered
538996,2010-12-15,2010-12-19,Royal Mail,2.88,Delivered
C538997,2010-12-16,2010-12-23,FedEx,7.53,Delivered
538998,2010-12-17,2010-12-18,Hermes,4.94,Delivered
538999,2010-12-15,2010-12-22,FedEx,5.57,Delivered
539000,2010-12-15,2010-12-17,Hermes,7.63,Delivered
539001,2010-12-17,2010-12-21,DHL,6.84,Delivered
539002,2010-12-15,2010-12-20,DHL,0.61,Delivered
C539003,2010-12-17,2010-12-23,Hermes,2.93,Delivered
539004,2010-12-16,2010-12-22,Royal Mail,5.27,Delivered
539005,2010-12-17,2010-12-21,UPS,2.39,Delivered
539006,2010-12-15,2010-12-17,DHL,2.75,Delivered
539007,2010-12-17,2010-12-19,Hermes,4.27,Delivered
539008,2010-12-17,2010-12-21,FedEx,7.07,Delivered
539009,2010-12-16,2010-12-23,FedEx,3.55,Delivered
539010,2010-12-16,2010-12-23,UPS,5.81,Delivered
539011,2010-12-15,2010-12-20,Hermes,3.43,Delivered
539012,2010-12-15,2010-12-19,Hermes,6.37,Delivered
539013,2010-12-16,2010-12-20,UPS,4.31,Delivered
539014,2010-12-15,2010-12-21,Royal Mail,7.68,Delivered
539015,2010-12-17,2010-12-19,FedEx,4.71,Delivered
539016,2010-12-15,2010-12-18,DHL,5.38,Delivered
539017,2010-12-17,2010-12-24,FedEx,6.7,Delivered
539018,2010-12-17,2010-12-22,Hermes,2.65,Delivered
539019,2010-12-15,2010-12-16,UPS,3.88,Delivered
539030,2010-12-16,2010-12-18,DHL,4.61,Delivered
539032,2010-12-15,2010-12-17,FedEx,9.18,Delivered
C539031,2010-12-16,2010-12-17,Hermes,1.39,Delivered
539033,2010-12-17,2010-12-18,FedEx,7.63,Delivered
539034,2010-12-16,2010-12-18,UPS,6.4,Delivered
C539035,2010-12-17,2010-12-24,Royal Mail,2.28,Delivered
539036,2010-12-17,2010-12-23,FedEx,8.54,Delivered
539038,2010-12-16,2010-12-17,Royal Mail,5.85,Delivered
539039,2010-12-16,2010-12-19,UPS,1.52,Delivered
539040,2010-12-15,2010-12-21,Hermes,7.01,Delivered
539041,2010-12-15,2010-12-21,UPS,7.3,Delivered
539042,2010-12-16,2010-12-21,Hermes,5.81,Delivered
539043,2010-12-15,2010-12-18,Hermes,4.63,Delivered
539044,2010-12-17,2010-12-23,UPS,3.91,Delivered
539045,2010-12-16,2010-12-23,Hermes,4.23,Delivered
539046,2010-12-16,2010-12-19,UPS,4.6,Delivered
539047,2010-12-15,2010-12-17,FedEx,7.26,Delivered
539048,2010-12-15,2010-12-20,UPS,6.29,Delivered
539049,2010-12-16,2010-12-17,UPS,1.55,Delivered
539050,2010-12-15,2010-12-22,DHL,4.96,Delivered
539051,2010-12-16,2010-12-21,DHL,2.1,Delivered
539052,2010-12-15,2010-12-20,Hermes,5.22,Delivered
539053,2010-12-17,2010-12-22,DHL,5.08,Delivered
C539054,2010-12-16,2010-12-19,Hermes,6.57,Delivered
C539055,2010-12-15,2010-12-16,UPS,3.36,Delivered
539056,2010-12-16,2010-12-19,Hermes,5.86,Delivered
C539057,2010-12-17,2010-12-18,FedEx,5.9,Delivered
C539058,2010-12-16,2010-12-21,DHL,6.62,Delivered
C539059,2010-12-16,2010-12-17,DHL,5.6,Delivered
539064,2010-12-17,2010-12-24,Royal Mail,6.84,Delivered
C539063,2010-12-15,2010-12-21,Royal Mail,5.12,Delivered
C539065,2010-12-15,2010-12-22,FedEx,7.78,Delivered
C539066,2010-12-15,2010-12-18,Royal Mail,4.23,Delivered
C539067,2010-12-16,2010-12-18,Hermes,7.12,Delivered
C539068,2010-12-15,2010-12-17,Hermes,3.47,Delivered
C539069,2010-12-16,2010-12-21,DHL,4.77,Delivered
539070,2010-12-17,2010-12-23,Royal Mail,1.89,Delivered
C539071,2010-12-17,2010-12-18,FedEx,8.04,Delivered
C539072,2010-12-15,2010-12-16,FedEx,5.94,Delivered
C539073,2010-12-16,2010-12-17,UPS,7.94,Delivered
539074,2010-12-17,2010-12-18,Royal Mail,3.78,Delivered
539075,2010-12-17,2010-12-20,Royal Mail,6.02,Delivered
539076,2010-12-16,2010-12-19,UPS,5.23,Delivered
539077,2010-12-18,2010-12-19,FedEx,6.94,Delivered
539078,2010-12-17,2010-12-24,Hermes,3.74,Delivered
539079,2010-12-18,2010-12-22,Hermes,4.75,Delivered
539080,2010-12-18,2010-12-19,Royal Mail,5.04,Delivered
539081,2010-12-17,2010-12-21,UPS,7.46,Delivered
539082,2010-12-18,2010-12-20,Royal Mail,3.94,Delivered
539083,2010-12-18,2010-12-21,DHL,6.53,Delivered
539084,2010-12-18,2010-12-21,Royal Mail,2.11,Delivered
539085,2010-12-16,2010-12-21,FedEx,2.08,Delivered
539086,2010-12-16,2010-12-18,FedEx,7.34,Delivered
539087,2010-12-16,2010-12-22,UPS,3.24,Delivered
539088,2010-12-18,2010-12-24,Hermes,7.12,Delivered
539089,2010-12-17,2010-12-19,Hermes,2.82,Delivered
C539090,2010-12-16,2010-12-20,FedEx,6.51,Delivered
539091,2010-12-18,2010-12-20,DHL,4.04,Delivered
539092,2010-12-18,2010-12-20,Hermes,1.53,Delivered
539093,2010-12-16,2010-12-19,Hermes,4.08,Delivered
539094,2010-12-16,2010-12-20,DHL,3.57,Delivered
539095,2010-12-16,2010-12-19,Royal Mail,2.85,Delivered
539096,2010-12-18,2010-12-23,Royal Mail,6.54,Delivered
539098,2010-12-16,2010-12-22,Royal Mail,8.5,Delivered
C539097,2010-12-17,2010-12-21,UPS,3.91,Delivered
539099,2010-12-18,2010-12-24,FedEx,8.13,Delivered
C539100,2010-12-16,2010-12-23,DHL,6.0,Delivered
539101,2010-12-18,2010-12-23,FedEx,5.79,Delivered
539102,2010-12-18,2010-12-23,Hermes,5.17,Delivered
539103,2010-12-18,2010-12-19,FedEx,6.44,Delivered
C539104,2010-12-16,2010-12-22,UPS,7.58,Delivered
539105,2010-12-17,2010-12-23,FedEx,7.89,Delivered
539106,2010-12-16,2010-12-23,UPS,3.91,Delivered
539107,2010-12-16,2010-12-18,Royal Mail,5.06,Delivered
539108,2010-12-17,2010-12-24,Royal Mail,9.37,Delivered
539109,2010-12-16,2010-12-22,DHL,2.79,Delivered
C539110,2010-12-16,2010-12-17,DHL,10.23,Delivered
539111,2010-12-18,2010-12-22,FedEx,2.42,Delivered
539112,2010-12-17,2010-12-19,UPS,4.52,Delivered
539113,2010-12-18,2010-12-25,UPS,5.33,Delivered
C539114,2010-12-18,2010-12-21,UPS,2.48,Delivered
539118,2010-12-18,2010-12-23,Hermes,2.88,Delivered
539142,2010-12-18,2010-12-24,Royal Mail,2.83,Delivered
539143,2010-12-16,2010-12-18,Hermes,4.72,Delivered
539144,2010-12-18,2010-12-22,Royal Mail,2.75,Delivered
539160,2010-12-18,2010-12-19,DHL,4.15,Delivered
539181,2010-12-17,2010-12-21,UPS,7.58,Delivered
539185,2010-12-17,2010-12-21,DHL,2.71,Delivered
C539191,2010-12-17,2010-12-20,Hermes,7.67,Delivered
C539195,2010-12-16,2010-12-20,UPS,3.51,Delivered
539196,2010-12-16,2010-12-22,Hermes,7.63,Delivered
539201,2010-12-18,2010-12-23,DHL,7.27,Delivered
539211,2010-12-17,2010-12-21,FedEx,3.8,Delivered
539212,2010-12-18,2010-12-24,DHL,5.38,Delivered
539213,2010-12-17,2010-12-18,FedEx,3.7,Delivered
539214,2010-12-18,2010-12-25,DHL,7.58,Delivered
539215,2010-12-18,2010-12-24,Royal Mail,7.63,Delivered
539216,2010-12-18,2010-12-21,Royal Mail,6.7,Delivered
539217,2010-12-18,2010-12-24,UPS,4.21,Delivered
539218,2010-12-18,2010-12-20,UPS,0.0,Delivered
539219,2010-12-18,2010-12-22,Royal Mail,5.51,Delivered
539220,2010-12-18,2010-12-25,DHL,0.62,Delivered
C539221,2010-12-16,2010-12-23,DHL,6.36,Delivered
539222,2010-12-17,2010-12-20,FedEx,7.85,Delivered
539223,2010-12-18,2010-12-25,UPS,4.7,Delivered
C539224,2010-12-16,2010-12-18,Royal Mail,6.23,Delivered
539225,2010-12-18,2010-12-25,FedEx,7.34,Delivered
539226,2010-12-17,2010-12-22,Royal Mail,5.18,Delivered
539240,2010-12-18,2010-12-22,DHL,5.61,Delivered
539242,2010-12-17,2010-12-21,UPS,7.87,Delivered
539243,2010-12-16,2010-12-21,Hermes,9.13,Delivered
C539244,2010-12-17,2010-12-22,Hermes,5.17,Delivered
539245,2010-12-16,2010-12-17,DHL,6.74,Delivered
539246,2010-12-16,2010-12-18,Royal Mail,7.34,Delivered
539247,2010-12-18,2010-12-23,Hermes,3.65,Delivered
539248,2010-12-16,2010-12-17,UPS,9.29,Delivered
539249,2010-12-16,2010-12-18,FedEx,2.65,Delivered
539250,2010-12-18,2010-12-23,Hermes,3.03,Delivered
C539251,2010-12-16,2010-12-20,Hermes,4.66,Delivered
539252,2010-12-17,2010-12-20,FedEx,5.42,Delivered
C539253,2010-12-17,2010-12-24,Royal Mail,5.2,Delivered
539254,2010-12-16,2010-12-19,UPS,1.15,Delivered
539255,2010-12-16,2010-12-17,FedEx,4.01,Delivered
539256,2010-12-16,2010-12-22,DHL,6.82,Delivered
539257,2010-12-18,2010-12-19,Royal Mail,0.0,Delivered
C539258,2010-12-18,2010-12-19,UPS,2.58,Delivered
539259,2010-12-18,2010-12-24,Hermes,10.36,Delivered
C539260,2010-12-17,2010-12-21,Hermes,2.64,Delivered
539261,2010-12-17,2010-12-20,Hermes,2.51,Delivered
539262,2010-12-16,2010-12-21,Hermes,3.73,Delivered
539263,2010-12-17,2010-12-22,UPS,3.74,Delivered
539264,2010-12-18,2010-12-20,FedEx,5.06,Delivered
539265,2010-12-16,2010-12-17,Royal Mail,7.77,Delivered
539266,2010-12-16,2010-12-22,DHL,5.42,Delivered
539267,2010-12-18,2010-12-22,UPS,6.78,Delivered
539268,2010-12-18,2010-12-20,Royal Mail,5.52,Delivered
539269,2010-12-18,2010-12-20,FedEx,4.98,Delivered
C539270,2010-12-17,2010-12-22,Hermes,5.75,Delivered
C539271,2010-12-17,2010-12-24,Royal Mail,6.36,Delivered
539272,2010-12-17,2010-12-23,Hermes,6.18,Delivered
C539273,2010-12-18,2010-12-19,DHL,6.31,Delivered
C539274,2010-12-18,2010-12-22,UPS,8.56,Delivered
539275,2010-12-16,2010-12-22,DHL,2.21,Delivered
C539276,2010-12-18,2010-12-21,UPS,5.33,Delivered
C539277,2010-12-17,2010-12-23,Royal Mail,5.86,Delivered
C539278,2010-12-18,2010-12-24,FedEx,3.55,Delivered
539280,2010-12-18,2010-12-23,Royal Mail,5.79,Delivered
C539279,2010-12-17,2010-12-18,DHL,7.94,Delivered
539281,2010-12-17,2010-12-24,Royal Mail,3.97,Delivered
539282,2010-12-18,2010-12-25,DHL,6.64,Delivered
539283,2010-12-18,2010-12-23,UPS,5.38,Delivered
C539284,2010-12-17,2010-12-23,FedEx,5.92,Delivered
539285,2010-12-18,2010-12-19,FedEx,2.99,Delivered
539286,2010-12-16,2010-12-19,UPS,6.21,Delivered
C539287,2010-12-17,2010-12-19,Hermes,4.68,Delivered
539288,2010-12-16,2010-12-23,DHL,5.92,Delivered
C539289,2010-12-16,2010-12-20,Hermes,7.27,Delivered
539290,2010-12-18,2010-12-20,DHL,5.36,Delivered
539292,2010-12-17,2010-12-21,Hermes,4.34,Delivered
539293,2010-12-16,2010-12-23,Hermes,6.65,Delivered
C539291,2010-12-18,2010-12-20,DHL,4.65,Delivered
539294,2010-12-18,2010-12-25,Hermes,2.81,Delivered
539295,2010-12-16,2010-12-17,FedEx,7.78,Delivered
539296,2010-12-18,2010-12-25,Royal Mail,3.74,Delivered
539297,2010-12-17,2010-12-21,Royal Mail,7.72,Delivered
539298,2010-12-18,2010-12-21,Royal Mail,7.06,Delivered
539299,2010-12-18,2010-12-25,FedEx,4.12,Delivered
539300,2010-12-16,2010-12-18,FedEx,3.95,Delivered
C539301,2010-12-17,2010-12-22,FedEx,5.43,Delivered
C539302,2010-12-17,2010-12-19,DHL,2.05,Delivered
539303,2010-12-17,2010-12-18,Royal Mail,7.47,Delivered
539304,2010-12-16,2010-12-18,Hermes,4.34,Delivered
539305,2010-12-17,2010-12-22,FedEx,4.37,Delivered
539306,2010-12-17,2010-12-22,DHL,9.75,Delivered
539307,2010-12-16,2010-12-17,FedEx,3.62,Delivered
539308,2010-12-17,2010-12-18,DHL,3.81,Delivered
539309,2010-12-16,2010-12-20,Royal Mail,5.52,Delivered
539310,2010-12-17,2010-12-21,DHL,5.41,Delivered
539311,2010-12-18,2010-12-23,Hermes,2.9,Delivered
539312,2010-12-17,2010-12-22,FedEx,2.78,Delivered
539313,2010-12-17,2010-12-20,DHL,4.31,Delivered
539314,2010-12-18,2010-12-19,UPS,2.1,Delivered
539315,2010-12-18,2010-12-20,Royal Mail,6.73,Delivered
539316,2010-12-17,2010-12-18,UPS,0.85,Delivered
539317,2010-12-17,2010-12-23,UPS,0.23,Delivered
539318,2010-12-16,2010-12-23,Hermes,5.89,Delivered
539319,2010-12-17,2010-12-20,UPS,6.82,Delivered
539320,2010-12-17,2010-12-24,FedEx,9.08,Delivered
539321,2010-12-17,2010-12-21,Royal Mail,5.9,Delivered
539322,2010-12-17,2010-12-21,DHL,5.39,Delivered
539323,2010-12-17,2010-12-24,FedEx,4.17,Delivered
539324,2010-12-16,2010-12-20,Royal Mail,4.36,Delivered
539325,2010-12-18,2010-12-23,Royal Mail,5.65,Delivered
539326,2010-12-18,2010-12-23,UPS,2.62,Delivered
539327,2010-12-17,2010-12-22,DHL,0.0,Delivered
539328,2010-12-18,2010-12-19,FedEx,3.4,Delivered
C539329,2010-12-17,2010-12-24,Hermes,0.0,Delivered
539330,2010-12-19,2010-12-26,FedEx,7.35,Delivered
539331,2010-12-19,2010-12-25,DHL,6.38,Delivered
539332,2010-12-19,2010-12-25,Hermes,7.64,Delivered
539333,2010-12-18,2010-12-19,Hermes,3.54,Delivered
539334,2010-12-17,2010-12-24,UPS,3.99,Delivered
539335,2010-12-17,2010-12-20,UPS,5.87,Delivered
539336,2010-12-19,2010-12-26,UPS,5.41,Delivered
539337,2010-12-18,2010-12-22,Royal Mail,8.11,Delivered
539338,2010-12-19,2010-12-26,Royal Mail,6.99,Delivered
539351,2010-12-17,2010-12-23,DHL,3.41,Delivered
539353,2010-12-19,2010-12-24,UPS,5.48,Delivered
539374,2010-12-17,2010-12-19,FedEx,3.91,Delivered
539379,2010-12-19,2010-12-22,UPS,8.38,Delivered
539391,2010-12-19,2010-12-22,Royal Mail,2.61,Delivered
539395,2010-12-19,2010-12-23,DHL,3.63,Delivered
539398,2010-12-18,2010-12-19,FedEx,9.26,Delivered
539400,2010-12-17,2010-12-23,Hermes,1.95,Delivered
539401,2010-12-18,2010-12-19,FedEx,5.97,Delivered
C539402,2010-12-19,2010-12-24,UPS,3.91,Delivered
539403,2010-12-19,2010-12-22,UPS,3.22,Delivered
539404,2010-12-17,2010-12-23,DHL,6.19,Delivered
539405,2010-12-18,2010-12-20,DHL,1.38,Delivered
539406,2010-12-18,2010-12-25,UPS,3.69,Delivered
539407,2010-12-17,2010-12-20,DHL,5.51,Delivered
539408,2010-12-17,2010-12-19,UPS,5.58,Delivered
C539409,2010-12-19,2010-12-23,DHL,7.47,Delivered
539410,2010-12-18,2010-12-25,UPS,6.45,Delivered
539411,2010-12-19,2010-12-24,UPS,3.43,Delivered
539412,2010-12-18,2010-12-23,UPS,3.46,Delivered
539413,2010-12-18,2010-12-21,DHL,6.07,Delivered
539414,2010-12-19,2010-12-23,DHL,7.51,Delivered
539415,2010-12-19,2010-12-24,FedEx,2.87,Delivered
539416,2010-12-18,2010-12-19,Royal Mail,6.34,Delivered
539417,2010-12-19,2010-12-23,FedEx,6.74,Delivered
539418,2010-12-19,2010-12-20,DHL,6.5,Delivered
539419,2010-12-19,2010-12-25,Hermes,10.71,Delivered
539420,2010-12-18,2010-12-22,Hermes,4.41,Delivered
539421,2010-12-17,2010-12-22,Hermes,6.92,Delivered
539422,2010-12-19,2010-12-25,Royal Mail,6.19,Delivered
539423,2010-12-19,2010-12-25,Hermes,5.52,Delivered
539434,2010-12-17,2010-12-20,Hermes,3.35,Delivered
539435,2010-12-17,2010-12-21,UPS,2.76,Delivered
539436,2010-12-19,2010-12-22,UPS,4.82,Delivered
539437,2010-12-18,2010-12-25,FedEx,4.87,Delivered
